"id","titulopincipal","titulooriginal","anolancamento","tempominutos","genero","notamedia","numerovotos","generoartista","personagem","nomeartista","anonascimento","anofalecimento","profissao","titulosmaisconhecidos"
"tt0104636","Korotkoe dykhanie lyubvi","Korotkoe dykhanie lyubvi","1992","105","Romance","5.9","14","actor","\N","Andris Liepa","1962","\N","actor,director,writer","tt5277982,tt0104636,tt1259219,tt1772342"
"tt0104636","Korotkoe dykhanie lyubvi","Korotkoe dykhanie lyubvi","1992","105","Romance","5.9","14","actor","\N","Daniel Olbrychski","1945","\N","actor","tt0072446,tt0072021,tt0096332,tt0944835"
"tt0104848","Melodrama s pokusheniem na ubiystvo","Melodrama s pokusheniem na ubiystvo","1992","68","Romance","4.3","12","actor","\N","Albert Filozov","1937","2016","actor","tt0307245,tt0153489,tt0081609,tt0284595"
"tt0104848","Melodrama s pokusheniem na ubiystvo","Melodrama s pokusheniem na ubiystvo","1992","68","Romance","4.3","12","actor","\N","Valeriy Legin","1954","\N","actor","tt8772332,tt0174596,tt1048097,tt2245906"
"tt0104848","Melodrama s pokusheniem na ubiystvo","Melodrama s pokusheniem na ubiystvo","1992","68","Romance","4.3","12","actress","\N","Irina Metlitskaya","1961","1997","actress","tt0109497,tt0092185,tt0107490,tt0112671"
"tt0104848","Melodrama s pokusheniem na ubiystvo","Melodrama s pokusheniem na ubiystvo","1992","68","Romance","4.3","12","actress","\N","Nina Arkhipova","1921","2016","actress","tt0042930,tt0111579,tt0174964,tt0080072"
"tt0105758","Vinovata li ya...","Vinovata li ya...","1992","104","Romance","7.4","13","actor","\N","Mihai Volontir","1934","2015","actor","tt5581672,tt5358426,tt0322046,tt0078450"
"tt0105758","Vinovata li ya...","Vinovata li ya...","1992","104","Romance","7.4","13","actor","\N","Dmitri Kryuchkov","\N","\N","actor","tt0105758"
"tt0105758","Vinovata li ya...","Vinovata li ya...","1992","104","Romance","7.4","13","actress","\N","Klara Luchko","1925","2005","actress,writer,soundtrack","tt0049166,tt0066430,tt0041562,tt0046797"
"tt0105758","Vinovata li ya...","Vinovata li ya...","1992","104","Romance","7.4","13","actress","\N","Svetlana Kryuchkova","1950","\N","actress,soundtrack,miscellaneous","tt0100819,tt1403085,tt0098030,tt0098242"
"tt0105891","True Love","Zhen de ai ni","1992","90","Romance","6.4","52","actor","\N","Man-Tat Ng","1951","2021","actor","tt0103045,tt7605074,tt0100777,tt0286112"
"tt0105891","True Love","Zhen de ai ni","1992","90","Romance","6.4","52","actress","\N","Sandra Kwan Yue Ng","1965","\N","actress,producer,soundtrack","tt1602572,tt0148631,tt0396030,tt0354593"
"tt0105891","True Love","Zhen de ai ni","1992","90","Romance","6.4","52","actress","\N","Maggie Cheung","1964","\N","actress,soundtrack","tt0117905,tt0299977,tt0118694,tt0101258"
"tt0105891","True Love","Zhen de ai ni","1992","90","Romance","6.4","52","actor","Jacky","Jacky Cheung","1961","\N","actor,soundtrack,music_department","tt0099426,tt0096461,tt0109688,tt0103285"
"tt0106201","80 mq - Ottantametriquadri","80 mq - Ottantametriquadri","1993","101","Romance","6.3","19","actor","Lui (segment \Bisbigli\)","Stefano Dionisi","1966","\N","actor,soundtrack","tt0463283,tt0113483,tt0105739,tt1866379"
"tt0106201","80 mq - Ottantametriquadri","80 mq - Ottantametriquadri","1993","101","Romance","6.3","19","actress","Francesca (segment \Buon compleanno Gianmaria\)","Amanda Sandrelli","1964","\N","actress,director,writer","tt0104123,tt0096810,tt0479580,tt0119794"
"tt0106201","80 mq - Ottantametriquadri","80 mq - Ottantametriquadri","1993","101","Romance","6.3","19","actor","Gianmaria (segment \Buon compleanno Gianmaria\)","Massimo Wertmüller","1956","\N","actor,director","tt0086866,tt0099836,tt0103203,tt3331304"
"tt0106201","80 mq - Ottantametriquadri","80 mq - Ottantametriquadri","1993","101","Romance","6.3","19","actress","Lei (segment \Bisbigli\)","Isabella Ferrari","1964","\N","actress,producer","tt0929412,tt0325011,tt2358891,tt1056067"
"tt0106231","Ai de jing ling","Ai de jing ling","1993","99","Romance","5.3","28","actress","\N","Joanna Chan","\N","\N","actress","tt0100971,tt0104322,tt0098019,tt0098690"
"tt0106231","Ai de jing ling","Ai de jing ling","1993","99","Romance","5.3","28","actor","\N","Tom Poon","\N","\N","actor","tt0121787,tt0121911,tt0101009,tt0096414"
"tt0106231","Ai de jing ling","Ai de jing ling","1993","99","Romance","5.3","28","actress","\N","Loletta Lee","1966","\N","actress","tt0189954,tt13887128,tt0094387,tt0088097"
"tt0106231","Ai de jing ling","Ai de jing ling","1993","99","Romance","5.3","28","actor","\N","Vincent Wai Lam","\N","\N","actor","tt10427824,tt14918582,tt5968430,tt5617254"
"tt0106286","Un'anima divisa in due","Un'anima divisa in due","1993","124","Romance","7.1","156","actress","Hélène","Jessica Forde","1966","\N","camera_department,actress,director","tt2404311,tt2368619,tt2872732,tt3289728"
"tt0106286","Un'anima divisa in due","Un'anima divisa in due","1993","124","Romance","7.1","156","actor","Pietro Di Leo","Fabrizio Bentivoglio","1957","\N","actor,writer,director","tt2465578,tt0210360,tt0112980,tt0100699"
"tt0106286","Un'anima divisa in due","Un'anima divisa in due","1993","124","Romance","7.1","156","actress","Pabe","Maria Bakò","\N","\N","actress","tt0106286"
"tt0106286","Un'anima divisa in due","Un'anima divisa in due","1993","124","Romance","7.1","156","actress","Miriam","Philippine Leroy-Beaulieu","1963","\N","actress","tt0110646,tt4277922,tt0090206,tt0338512"
"tt0106382","Belle","Belle","1993","99","Romance","5.8","12","actress","Belle","Wivineke van Groningen","1957","\N","actress,transportation_department","tt0106382,tt0094509,tt0920448,tt2472662"
"tt0106382","Belle","Belle","1993","99","Romance","5.8","12","actress","Marthe","Nelleke Zitman","\N","\N","actress,writer,script_department","tt0495568,tt13322752,tt0920448,tt6380170"
"tt0106382","Belle","Belle","1993","99","Romance","5.8","12","actor","The Man","Ulf-Maria Kuehne","\N","\N","actor","tt0106382"
"tt0106382","Belle","Belle","1993","99","Romance","5.8","12","actress","Little BelleStassie","Rosa Herzberg","\N","\N","actress","tt0106382"
"tt0106568","Cheot sarang","Cheot sarang","1993","110","Romance","7.4","47","actress","\N","Hye-yeong Kim","\N","\N","actress","tt0316912,tt0106568"
"tt0106568","Cheot sarang","Cheot sarang","1993","110","Romance","7.4","47","actor","\N","Min-Ki Jo","1966","2018","actor","tt5320412,tt1547606,tt1361356,tt2896416"
"tt0106568","Cheot sarang","Cheot sarang","1993","110","Romance","7.4","47","actress","Park Young-shin","Kim Hye-su","1970","\N","actress","tt0468683,tt4647788,tt0875025,tt0419730"
"tt0106568","Cheot sarang","Cheot sarang","1993","110","Romance","7.4","47","actor","Kang Chang-wook","Song Young-chang","1958","\N","actor","tt0762073,tt0901487,tt1527788,tt9843984"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actress","Jin Ling","Yi Liu","\N","\N","actress,producer","tt0477719,tt1305814,tt6619378,tt0106643"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actress","Yang Xu","Ting Li","\N","\N","actress,miscellaneous","tt5307256,tt0339120,tt0106643,tt0334553"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actress","\N","Zhong Lü","1940","\N","actress,sound_department","tt4147310,tt3890278,tt4054338,tt6087844"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actress","Lin Zhouyun","Fan Xu","1967","\N","actress","tt0199354,tt0262529,tt13649566,tt1393746"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actor","\N","Jinsheng Zang","1959","\N","actor,director","tt0425637,tt0347404,tt2957680,tt2240929"
"tt0106643","Da Sa Ba","Da Sa Ba","1993","\N","Romance","7.4","155","actor","Gu Yan","You Ge","1957","\N","actor","tt0106332,tt0110081,tt0287934,tt1533117"
"tt0106646","Daphnis and Chloe","Dafnis i Khloya","1993","105","Romance","5.3","43","actor","DaphnisSon","Yuri Gurtovoy","\N","\N","actor","tt0186462,tt0106646"
"tt0106646","Daphnis and Chloe","Dafnis i Khloya","1993","105","Romance","5.3","43","actress","ClearistoMother","Lyubov Polishchuk","1949","2006","actress","tt0103195,tt0086407,tt1289829,tt0442726"
"tt0106646","Daphnis and Chloe","Dafnis i Khloya","1993","105","Romance","5.3","43","actor","DionysophanesFather","Boris Khimichev","1933","2014","actor","tt0255958,tt0088921,tt0251602,tt1326991"
"tt0106646","Daphnis and Chloe","Dafnis i Khloya","1993","105","Romance","5.3","43","actress","ChloeDaughter","Olga Keyzerova","\N","\N","actress","tt0106646"
"tt0106892","The Enigma of Love","Fei yut mai ching","1993","96","Romance","6.6","67","actor","Police Officer","Kei-Yung Ho","\N","\N","actor","tt0182767,tt0185023,tt2424724,tt0104684"
"tt0106892","The Enigma of Love","Fei yut mai ching","1993","96","Romance","6.6","67","actor","Jacky","Jacky Cheung","1961","\N","actor,soundtrack,music_department","tt0099426,tt0096461,tt0109688,tt0103285"
"tt0106892","The Enigma of Love","Fei yut mai ching","1993","96","Romance","6.6","67","actress","Kwai Fa-Pon","Maria Cordero","1954","\N","actress,music_department,soundtrack","tt0380291,tt0114905,tt0093435,tt0098155"
"tt0106892","The Enigma of Love","Fei yut mai ching","1993","96","Romance","6.6","67","actress","Tammy Cheung","Maggie Cheung","1964","\N","actress,soundtrack","tt0117905,tt0299977,tt0118694,tt0101258"
"tt0107186","Ich und Christine","Ich und Christine","1993","90","Romance","5.3","40","actress","\N","Jennipher Antoni","1976","\N","actress","tt0806910,tt0234805,tt0107186,tt5753856"
"tt0107186","Ich und Christine","Ich und Christine","1993","90","Romance","5.3","40","actress","\N","Eva Ebner","1922","2006","assistant_director,actress,script_department","tt0115243,tt0060617,tt0102428,tt0327437"
"tt0107186","Ich und Christine","Ich und Christine","1993","90","Romance","5.3","40","actor","\N","Sabas Bibic","\N","\N","actor","tt0107186"
"tt0107186","Ich und Christine","Ich und Christine","1993","90","Romance","5.3","40","actress","\N","Evelin Dahm","1978","\N","actress","tt0100690,tt0969361,tt0107186"
"tt0107475","Madame Bäurin","Madame Bäurin","1993","100","Romance","6.7","31","actress","Tante Agathe","Hanna Schygulla","1943","\N","actress,director,writer","tt0082661,tt0079095,tt0090927,tt0880502"
"tt0107475","Madame Bäurin","Madame Bäurin","1993","100","Romance","6.7","31","actor","Schiermoser","Franz-Xaver Kroetz","1946","\N","actor,writer,director","tt9371932,tt3027004,tt0096634,tt1148770"
"tt0107475","Madame Bäurin","Madame Bäurin","1993","100","Romance","6.7","31","actress","Rosalie Schäuflein","Julia Stemberger","1965","\N","actress,soundtrack","tt0108265,tt0112902,tt0119154,tt1265629"
"tt0107475","Madame Bäurin","Madame Bäurin","1993","100","Romance","6.7","31","actor","Franz Schiermoser","Francis Fulton-Smith","1966","\N","actor,producer","tt10244612,tt11470588,tt8629136,tt2791404"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actress","Chanda","Ayesha Jhulka","1972","\N","actress","tt0357821,tt0366169,tt0233422,tt0104605"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Ravi","Mithun Chakraborty","1950","\N","actor,music_department,writer","tt8108268,tt0499375,tt2283748,tt0454314"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Chaurangilal","Sadashiv Amrapurkar","1950","2014","actor,writer,music_department","tt0156985,tt0105515,tt0133024,tt0085178"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actress","\N","Tina Ghai","\N","\N","actress,music_department","tt0099869,tt0376886,tt0260494,tt0312954"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Bhiku","Kader Khan","1937","2018","actor,writer,producer","tt0099081,tt0082797,tt0114615,tt0103689"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Villager","Harbans Darshan M. Arora","\N","\N","actor,producer,miscellaneous","tt0317312,tt0061206,tt0231828,tt0172188"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Vikram","Ajinkya Deo","1960","\N","actor,producer,writer","tt1608509,tt8108274,tt0346548,tt2792284"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actor","Villager","Chacha Chaudhary","\N","\N","actor","tt0112272,tt2011178,tt0363658,tt0361772"
"tt0107543","Meharbaan","Meharbaan","1993","\N","Romance","6.0","53","actress","Ravi's Mother","Sulabha Deshpande","1937","2016","actress,director","tt2181931,tt0151206,tt3122380,tt2748972"
"tt0107678","Noch voprosov...","Noch voprosov...","1993","100","Romance","6.8","19","actress","\N","Lubov Demchuk","\N","\N","actress,writer,producer","tt1020940,tt0289775,tt0240011,tt0107678"
"tt0107678","Noch voprosov...","Noch voprosov...","1993","100","Romance","6.8","19","actress","\N","Vera Glagoleva","1956","2017","actress,director,producer","tt1427091,tt1919077,tt1989435,tt2464806"
"tt0107678","Noch voprosov...","Noch voprosov...","1993","100","Romance","6.8","19","actor","\N","Ivars Kalnins","1948","\N","actor","tt0078648,tt0938750,tt0301307,tt0276550"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Karamraj 'Raju'Gopal","Kumar Gaurav","1956","\N","actor,producer,assistant_director","tt0091598,tt0294662,tt0246286,tt0249986"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Munna","Shakti Kapoor","1952","\N","actor,music_department","tt0109117,tt0497915,tt0363567,tt0110942"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Dharamraaj","Rajendra Kumar Tuli","1927","1999","actor,producer,miscellaneous","tt0058921,tt0058547,tt0926204,tt0139157"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Rajeshwar Dayal","Akash Khurana","\N","\N","actor,writer,director","tt2082197,tt0200087,tt10986404,tt0106333"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Santosh","Tiku Talsania","1954","\N","actor,miscellaneous","tt0109117,tt2377938,tt0238936,tt0329620"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actress","Guddi","Madhuri Dixit","1967","\N","actress,music_department,soundtrack","tt0118983,tt0238936,tt0110076,tt2178470"
"tt0107820","Phool","Phool","1993","\N","Romance","4.5","114","actor","Balram Choudhary","Sunil Dutt","1926","2005","actor,producer,director","tt0063404,tt0067668,tt0057332,tt0059354"
"tt0107990","Rosenemil","Rosenemil","1993","90","Romance","7.6","25","actress","Bertha","Dominique Sanda","1951","\N","actress","tt0228786,tt0074084,tt0065703,tt0065571"
"tt0107990","Rosenemil","Rosenemil","1993","90","Romance","7.6","25","actor","Emil Lehmann","Werner Stocker","1955","1993","actor","tt0084897,tt0107990,tt0103442,tt0095295"
"tt0107990","Rosenemil","Rosenemil","1993","90","Romance","7.6","25","actor","Dr. Levy","Serge Reggiani","1922","2004","actor,soundtrack","tt0057091,tt0043386,tt0054821,tt0050709"
"tt0107990","Rosenemil","Rosenemil","1993","90","Romance","7.6","25","actress","Lissy","Dana Vávrová","1967","2009","actress,director,writer","tt0095295,tt0460492,tt0108211,tt0086879"
"tt0108235","Wandering Sagittarius","Strelets neprikayannyy","1993","96","Romance","6.9","123","actor","German","Vladimir Ilin","1947","\N","actor,music_department","tt0164055,tt1446130,tt0120125,tt6673840"
"tt0108235","Wandering Sagittarius","Strelets neprikayannyy","1993","96","Romance","6.9","123","actress","Natasha","Tatyana Dogileva","1957","\N","actress,director,writer","tt0098990,tt10922010,tt8561620,tt12028944"
"tt0108235","Wandering Sagittarius","Strelets neprikayannyy","1993","96","Romance","6.9","123","actor","Gora","Yuri Senkevich","1955","\N","actor,assistant_director,producer","tt0275663,tt0096497,tt0118568,tt0135712"
"tt0108235","Wandering Sagittarius","Strelets neprikayannyy","1993","96","Romance","6.9","123","actress","Yulya","Irina Feofanova","1966","\N","actress","tt0102576,tt0097049,tt0108235,tt0102229"
"tt0108605","Jia ri qing wei le","Jia ri qing wei le","1993","94","Romance","6.2","44","actress","\N","Ka-Sun Lo","\N","\N","actress","tt0108605,tt0108542,tt0111661,tt0159251"
"tt0108605","Jia ri qing wei le","Jia ri qing wei le","1993","94","Romance","6.2","44","actress","Michelle","Rosamund Kwan","1962","\N","actress","tt0085841,tt0102074,tt0091091,tt0103328"
"tt0108605","Jia ri qing wei le","Jia ri qing wei le","1993","94","Romance","6.2","44","actor","Hung","Aaron Kwok","1965","\N","actor,soundtrack,music_department","tt4417522,tt7183578,tt0768114,tt1691832"
"tt0108605","Jia ri qing wei le","Jia ri qing wei le","1993","94","Romance","6.2","44","actor","Hung's Boss","Bei-Dak Lai","1950","\N","actor,music_department,producer","tt5876202,tt0088417,tt0089437,tt0103950"
"tt0110069","Hrad z pisku","Hrad z pisku","1994","80","Romance","5.4","26","actress","Daughter","Lucie Vondrácková","1980","\N","actress,soundtrack","tt0408985,tt12573866,tt7552936,tt0366291"
"tt0110069","Hrad z pisku","Hrad z pisku","1994","80","Romance","5.4","26","actress","Translater","Jana Brejchová","1940","\N","actress,writer,soundtrack","tt0057131,tt0054451,tt0057475,tt0449303"
"tt0110069","Hrad z pisku","Hrad z pisku","1994","80","Romance","5.4","26","actor","Stranger","Karel Roden","1962","\N","actor,producer,soundtrack","tt0167190,tt1032755,tt1148204,tt0372183"
"tt0110069","Hrad z pisku","Hrad z pisku","1994","80","Romance","5.4","26","actress","Mother","Chantal Poullain","1956","\N","actress","tt0407428,tt0095463,tt0104120,tt3622134"
"tt0110409","Law meng goh law fong","Law meng goh law fong","1994","87","Romance","8.5","119","actor","\N","Tak Chuen Poon","\N","\N","actor","tt3577056,tt0110409,tt0122238,tt0121211"
"tt0110409","Law meng goh law fong","Law meng goh law fong","1994","87","Romance","8.5","119","actress","\N","Mikie Ng Miu Yee","\N","\N","actress","tt0110409,tt0110193,tt0109026,tt0121747"
"tt0110409","Law meng goh law fong","Law meng goh law fong","1994","87","Romance","8.5","119","actor","\N","Teddy Lin","\N","\N","actor","tt1194582,tt1328865,tt0286635,tt1075419"
"tt0110409","Law meng goh law fong","Law meng goh law fong","1994","87","Romance","8.5","119","actor","\N","Wai-Lun Tuan","\N","\N","actor","tt0104558,tt0111512,tt0110409"
"tt0110409","Law meng goh law fong","Law meng goh law fong","1994","87","Romance","8.5","119","actress","\N","Chi-Yim Chui","\N","\N","actress","tt11448588,tt0110409,tt0108621"
"tt0110561","Montparnasse-Pondichéry","Montparnasse-Pondichéry","1994","99","Romance","5.6","115","actor","Léo","Yves Robert","1920","2002","actor,writer,producer","tt0054949,tt0068655,tt0076470,tt0242775"
"tt0110561","Montparnasse-Pondichéry","Montparnasse-Pondichéry","1994","99","Romance","5.6","115","actor","Bertin","André Dussollier","1946","\N","actor","tt0211915,tt2316801,tt0344510,tt0362225"
"tt0110561","Montparnasse-Pondichéry","Montparnasse-Pondichéry","1994","99","Romance","5.6","115","actor","Raoul Marquet","Jacques Perrin","1941","2022","actor,producer,director","tt0065234,tt0095765,tt0237534,tt0372824"
"tt0110561","Montparnasse-Pondichéry","Montparnasse-Pondichéry","1994","99","Romance","5.6","115","actress","Julie","Miou-Miou","1950","\N","actress","tt0079091,tt0119773,tt0075946,tt0354899"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actress","\N","Selena Chau-yuet You","\N","\N","actress,writer","tt0113278,tt0110052,tt0393329,tt0867205"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actor","Joe","Siu Chung Mok","1960","\N","actor,writer,director","tt0105839,tt0086607,tt0095543,tt6448954"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actress","\N","Joyce Jiang","\N","\N","actress","tt0110658"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actor","Leon","Kenneth Chan","\N","\N","actor,assistant_director,producer","tt0330323,tt0120115,tt0874636,tt0117760"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actress","Siu-Fu","Chien-Lien Wu","1968","\N","actress,music_department","tt0100777,tt0111797,tt0127468,tt0115016"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actress","Marie","Peta-Marie Rixon","1975","\N","actress","tt0113820,tt2062975,tt0110658,tt0094481"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actor","\N","Jimmy Wang","\N","\N","actor","tt0110658"
"tt0110658","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","Ni hong guang guan gao gao gua zhi: Nu zi gong yu","1994","87","Romance","6.6","17","actor","King of Curry","Yeung-Ming Wan","\N","\N","actor,director,writer","tt2230266,tt0096885,tt0116163,tt0102203"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actress","Zina 'Shamara' Shamarina","Irina Tsymbal","\N","\N","actress","tt0111150,tt0111816"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actor","Sergey 'Ustin' Ustinov","Denis Karasyov","1963","2021","actor","tt0100532,tt0313055,tt0104598,tt2940280"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actor","Ex-prisoner in train","Pyotr Zaychenko","1943","2019","actor","tt0416316,tt1823202,tt3166760,tt0886488"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actor","\N","Vladimir Nikolaets","\N","\N","actor","tt0111150"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actress","Natasha","Anzhelika Nevolina","1962","\N","actress","tt1552688,tt0334622,tt0108655,tt0109497"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actress","\N","Tatyana Yurosh","\N","\N","actress","tt0111150"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actress","Zina 'Shamara' Shamarina","Tatyana Shuran","\N","\N","actress","tt0490715,tt0111150"
"tt0111150","Shamara","Shamara","1994","105","Romance","6.7","13","actress","Raya","Tamara Plashenko","\N","\N","actress","tt0111150,tt3067976,tt0119952,tt9049560"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actress","Ron","Christy Chung","1970","\N","actress","tt0111835,tt0110852,tt0288045,tt0404679"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actor","Sam","Bobby Yip","\N","\N","actor","tt0111772,tt0107399,tt0118165,tt4242158"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actor","Lu Che-Mo","Ching Wan Lau","1964","\N","actor,soundtrack","tt0306651,tt0969269,tt1371585,tt0115693"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actor","Barrister","Francis Ng","1961","\N","actor,director,soundtrack","tt0214728,tt0369060,tt13887128,tt0214555"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actress","\N","So-Bo Fung","1946","\N","actress","tt5721740,tt5896962,tt3725320,tt0843229"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actor","\N","Wing-Yiu Tang","\N","\N","assistant_director,actor,production_manager","tt0096867,tt0099791,tt0111829,tt0156998"
"tt0111167","I Wanna Be Your Man","San taam Moh Luk","1994","96","Romance","5.8","22","actress","Susan Wong Suet-San","Christine Ng","1969","\N","actress","tt0179064,tt0105796,tt0120812,tt0108656"
"tt0111321","Surf, Sand and Sex","Surf, Sand and Sex","1994","72","Romance","4.8","49","actor","Office Redman","Sean Abbananto","\N","\N","actor,miscellaneous","tt0106079,tt0262462,tt0109637,tt0111321"
"tt0111321","Surf, Sand and Sex","Surf, Sand and Sex","1994","72","Romance","4.8","49","actress","Suzanne","Gwen Somers","\N","\N","actress,soundtrack","tt0106293,tt0111321,tt0113340,tt0107033"
"tt0111321","Surf, Sand and Sex","Surf, Sand and Sex","1994","72","Romance","4.8","49","actress","Second Woman","Debra K. Beatty","\N","\N","actress,miscellaneous","tt0111731,tt0112613,tt0113094,tt15155826"
"tt0111321","Surf, Sand and Sex","Surf, Sand and Sex","1994","72","Romance","4.8","49","actress","First Woman","Kim Sill","1963","\N","actress,producer,writer","tt0266957,tt0113602,tt0147956,tt0108495"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actor","Tarzan","Tony Burrer","\N","\N","actor","tt0103855,tt0095088,tt0099969"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actor","\N","Anthony Carpio","\N","\N","actor,stunts,miscellaneous","tt0106770,tt0111512,tt0267913,tt0288045"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actor","\N","David Siu","\N","\N","actor","tt9279172,tt17005282,tt0114905,tt0108625"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actor","\N","Wah Cheung","\N","\N","actor,stunts,miscellaneous","tt0111512,tt0087679,tt0089374,tt0097659"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actor","\N","Mark Kwok","\N","\N","actor","tt0111738,tt0098954"
"tt0111738","Wo ai Fa La Li","Wo ai Fa La Li","1994","90","Romance","6.0","8","actress","Ferrari","Vivian Chow","1967","\N","actress,music_department","tt0102563,tt12047394,tt0096032,tt0108664"
"tt0111849","Tears and Triumph","Zuo ye chang feng","1994","96","Romance","6.3","22","actor","Xie Shi-Wen","Ching Wan Lau","1964","\N","actor,soundtrack","tt0306651,tt0969269,tt1371585,tt0115693"
"tt0111849","Tears and Triumph","Zuo ye chang feng","1994","96","Romance","6.3","22","actress","\N","Yue-Ju Chen","\N","\N","actress","tt2579228,tt0198664,tt0100961,tt0078393"
"tt0111849","Tears and Triumph","Zuo ye chang feng","1994","96","Romance","6.3","22","actress","Shi-Yi","Donna Chu","\N","\N","actress","tt0237501,tt0184780,tt0113599,tt0103950"
"tt0111849","Tears and Triumph","Zuo ye chang feng","1994","96","Romance","6.3","22","actress","Sai Ming-Jun","Anita Yuen","1971","\N","actress","tt0105864,tt0841150,tt0109958,tt0111770"
"tt0112269","Aao Pyaar Karen","Aao Pyaar Karen","1994","141","Romance","3.5","207","actress","Sonu S. Rai","Somy Ali","1976","\N","actress,director","tt0112359,tt0286545,tt0111780,tt6405220"
"tt0112269","Aao Pyaar Karen","Aao Pyaar Karen","1994","141","Romance","3.5","207","actor","Raja","Saif Ali Khan","1970","\N","actor,producer,soundtrack","tt0378072,tt0347304,tt0488414,tt0292490"
"tt0112269","Aao Pyaar Karen","Aao Pyaar Karen","1994","141","Romance","3.5","207","actress","Sampat's wife","Aparajita","\N","\N","actress","tt0110546,tt0495871,tt0119239,tt0363666"
"tt0112269","Aao Pyaar Karen","Aao Pyaar Karen","1994","141","Romance","3.5","207","actress","Anjali","Bharti","\N","\N","actress,special_effects,assistant_director","tt0086597,tt0378073,tt0259819,tt0234542"
"tt0112269","Aao Pyaar Karen","Aao Pyaar Karen","1994","141","Romance","3.5","207","actress","Chhaya","Shilpa Shetty Kundra","1975","\N","actress,producer","tt0422950,tt0415768,tt0106333,tt0800956"
