id,titulopincipal,titulooriginal,anolancamento,tempominutos,genero,notamedia,numerovotos,generoartista,nomeartista,profissao
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74,actress,Akshara,actress
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77,actor,Ryô Narita,actor
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77,actress,Hitomi Kuroki,"actress,director"
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77,actor,Kenshi Okada,actor
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77,actress,Haru,actress
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11,actress,Che Nguyen Quynh Chau,
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11,actress,Minh Tu,actress
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11,actor,Hai Trieu,actor
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11,actress,Hong Dao,actress
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11,actor,Rahman,actor
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11,actress,Gautami,"actress,costume_designer"
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11,actress,Heera Rajgopal,actress
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75,actor,Sourav Mukherjee,actor
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75,actress,Debolina Dutta,"actress,producer"
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75,actress,Bibriti Chatterjee,actress
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75,actor,Rajatabha Dutta,"actor,music_department"
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75,actor,Rishav Basu,actor
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17,actor,Jin Ju-hyeong,actor
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17,actress,Chae-Yeon Jung,actress
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17,actress,Chi Pu,actress
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17,actor,Ji-il Park,actor
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17,actor,Jong-nam Choi,actor
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14,actress,Ida Gomes,actress
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14,actor,Jui Huang,actor
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14,actor,Chao Chen,"actor,stunts"
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14,actor,Isio Ghelman,actor
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163,actress,Bhanu,actress
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163,actor,Srinivas Avasarala,"actor,writer,director"
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163,actor,Bhargav,actor
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163,actress,Ashmitha,actress
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10,actor,Daisuke Maki,actor
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10,actress,Riisa Naka,actress
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10,actress,Yumiko Hara,actress
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10,actress,Nana Eikura,actress
tt11312128,Dummy Tappasu,Dummy Tappasu,2015,121,Romance,6.2,6,actor,Praveen Prem,
tt11312128,Dummy Tappasu,Dummy Tappasu,2015,121,Romance,6.2,6,actress,Ramya Pandian,actress
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582,actor,Mohit Raina,actor
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582,actor,Sunny Kaushal,"actor,assistant_director"
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582,actress,Radhika Madan,actress
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582,actress,Diana Penty,actress
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315,actress,Melanie Zanetti,actress
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315,actor,James Andrew Fraser,"actor,writer,director"
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315,actress,Margaux Brooke,actress
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315,actor,Giulio Berruti,"actor,producer,soundtrack"
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12,actor,Socheat Chea,actor
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12,actress,Danoch Thou,actress
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12,actor,David Sophy Rong,actor
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12,actress,Chansreyden Kong,actress
tt11358490,Heartbeats,Heartbeats,2019,120,Romance,6.1,101,actor,Theeradej Wongpuapan,"actor,producer"
tt11358490,Heartbeats,Heartbeats,2019,120,Romance,6.1,101,actress,Manasaporn Chanchalerm,actress
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144,actress,Easwari Rao,"actress,music_department,producer"
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144,actor,Naga Chaitanya Akkineni,actor
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144,actress,Sai Pallavi,actress
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144,actor,Rajeev Kanakala,actor
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23,actor,Yevgeni Bogdanovich,actor
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23,actor,Valeriy Kascheev,actor
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23,actress,Inna Dubok,actress
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23,actress,Dasha Kondakova,actress
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607,actress,Danielle C. Ryan,"actress,sound_department"
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607,actor,Myko Olivier,"actor,producer,soundtrack"
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607,actress,Skyler Elyse Philpot,actress
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607,actor,John-Paul Lavoisier,actor
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256,actress,Kelly Lamor Wilson,actress
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256,actress,Courtnee Carter,actress
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256,actor,Abubakr Ali,actor
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256,actress,Eva Reign,actress
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25,actress,Luli Bitri,"actress,producer,director"
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25,actor,Genti Kame,"actor,director,writer"
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25,actress,Olta Gixhari,actress
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25,actress,Rozina Kostani,actress
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95,actor,Stefano Accorsi,"actor,writer,director"
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95,actress,Karin Viard,"actress,director,writer"
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95,actor,Jean-Marc Barr,"actor,producer,director"
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95,actress,Valérie Benguigui,"actress,soundtrack"
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actress,Cansu Melis Karakus,actress
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actor,Anil Altinoz,actor
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actor,Kerem Poyraz Kayaalp,"actor,producer"
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actor,Özgür Çevik,actor
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actress,Ilayda Akdogan,actress
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actress,Tuba Ünsal,"actress,costume_designer,soundtrack"
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actress,Eda Akalin,actress
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494,actress,Gulin Iyigun,actress
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060,actress,KarronyaKatrynn,actress
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060,actor,Sreeram Nimmala,actor
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060,actor,Mozammel Hoshen Chowdhury,actor
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060,actor,Venu,
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actor,Mohammad Ali,actor
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actress,Priyadarshini Ghosh,actress
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actor,Giri Babu,actor
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actor,Krishna Bharadwaj,"actor,music_department"
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actor,Manoj Nandam,actor
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6,actor,Mohan Babu,"actor,producer,writer"
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31,actor,Pong Harjatmo,actor
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31,actor,Adisoerya Abdi,"director,writer,actor"
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31,actress,Lisa Dona,actress
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31,actress,Yessy Gusman,actress
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032,actress,Margaux Brooke,actress
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032,actor,James Andrew Fraser,"actor,writer,director"
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032,actor,Giulio Berruti,"actor,producer,soundtrack"
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032,actress,Melanie Zanetti,actress
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10,actor,Anindya Chatterjee,"actor,production_manager"
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10,actor,Saurav Das,actor
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10,actress,Rohini Chatterjee,"actress,director,producer"
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10,actor,Rik Amrit,"actor,assistant_director,producer"
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17,actor,Bobby Darling,actor
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17,actor,Gaurav Kakkar,"actor,assistant_director"
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17,actor,Govardhan Asrani,"actor,director,producer"
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17,actor,Manoj Joshi,actor
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23,actor,Krishna Murthy Kavatar,actor
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23,actor,Bindhas Murthy,
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23,actor,Gopika Dinesh,
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23,actress,Priya Hegde,actress
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213,actor,Jatin Sarna,"actor,writer,composer"
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213,actress,Shalini Pandey,"actress,producer"
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213,actor,Vijay Varma,actor
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213,actor,Aditya Rawal,"actor,writer,assistant_director"
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11,actor,Kento Hayashi,actor
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11,actor,Keisuke Horibe,"actor,writer,director"
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11,actress,Haru,actress
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11,actress,Riisa Naka,actress
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433,actor,Hasan El-Raddad,actor
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433,actress,Ragaa Al-Gidawy,actress
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433,actress,Aïcha Ben Ahmed,actress
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433,actress,Amina Khalil,actress
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95,actress,Laila Burton,actress
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95,actor,Malik Julien,actor
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95,actor,Daniel Lopez,actor
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95,actress,Racheal Ihim,"actress,producer,soundtrack"
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225,actor,Adnan Javid Khan,"director,actor"
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225,actress,Kapilakshi Malhothra,actress
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225,actor,Gps,actor
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225,actor,Suman,"actor,costume_department"
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actress,Prarthana Behere,actress
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actor,Padmanabh Bind,actor
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actress,Pallavi Patil,actress
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actor,Aniket Kelkar,actor
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actor,Milind Dastane,"actor,production_manager,miscellaneous"
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756,actor,Arun Nalawade,"actor,director,producer"
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46,actress,Nancy Isime,actress
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46,actor,Jide Kene Achufusi,actor
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46,actress,Sharon Ooja,actress
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46,actor,Mawuli Gavor,actor
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actress,Seyhan Gümüs,actress
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actor,Müjdat Gezen,"actor,writer,director"
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actress,Nese Karaböcek,"actress,soundtrack,composer"
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actor,Ünsal Emre,actor
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actress,Nalan Çöl,actress
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12,actress,Yesim Tan,actress
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6,actress,Edwarda Gurrola,actress
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6,actress,Renata Lopez,actress
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6,actress,Ana Valeria Becerril,actress
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6,actress,Sofia Islas,actress
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76,actor,Cody Calafiore,"actor,producer"
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76,actress,Catherine Cain,"actress,miscellaneous,camera_department"
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76,actor,Leon Bassett,actor
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76,actress,Jennifer Bassey,"actress,producer"
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actor,Supawadee Akkanit,actor
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actor,Ananda Everingham,"actor,producer"
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actor,Worachot Kamlunghan,actor
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actor,Aor,actor
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actress,Maysa Phanouvong,actress
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actor,Andy Gear,actor
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actress,Khamly Philavong,actress
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116,actress,Hannah Gear,actress
tt11931044,Young President and His Contract Wife,Zongcai bie tai huai zhi qiyue jiao qi,2018,83,Romance,7.1,18,actress,Xinyuan Zhu,actress
tt11931044,Young President and His Contract Wife,Zongcai bie tai huai zhi qiyue jiao qi,2018,83,Romance,7.1,18,actor,Kelvin Ching-Ka Leung,actor
tt11931044,Young President and His Contract Wife,Zongcai bie tai huai zhi qiyue jiao qi,2018,83,Romance,7.1,18,actor,Zhuo Wen,"actor,director"
tt11931168,President and Housemaid,Badao zongcai zhi tieshen baomu,2019,87,Romance,4.6,5,actor,Liu Xiao Qiao,actor
tt11931168,President and Housemaid,Badao zongcai zhi tieshen baomu,2019,87,Romance,4.6,5,actor,Gong Zheng,"actor,stunts"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actor,Tank Jones,"actor,producer"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actor,Michael Monks,"actor,director,producer"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actor,Sean Ross,"actor,miscellaneous,assistant_director"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actress,Maya Dunbar,"actress,writer,producer"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actress,Gwendolyn Edwards,"actress,music_department,writer"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actor,Alan Pietruszewski,"actor,miscellaneous,producer"
tt1194103,The Broken Hearts Club,The Broken Hearts Club,2009,90,Romance,7.5,29,actor,Andrew Elvis Miller,"actor,director,camera_department"
tt1196140,Daybreak,Daybreak,2008,75,Romance,4.8,170,actor,Coco Martin,"actor,director,miscellaneous"
tt1196140,Daybreak,Daybreak,2008,75,Romance,4.8,170,actor,Paolo Rivero,actor
tt1196649,Kafei wa cha,Kafei wa cha,2008,80,Romance,4.4,12,actress,Kate Yeung,actress
tt1196649,Kafei wa cha,Kafei wa cha,2008,80,Romance,4.4,12,actor,Ben Hung,"actor,miscellaneous"
tt1196649,Kafei wa cha,Kafei wa cha,2008,80,Romance,4.4,12,actor,Siu-hei Chan,"actor,writer"
tt11989824,Jeeva (2009 film),Jeeva (2009 film),2009,\N,Romance,6.2,6,actor,Prajwal Devaraj,actor
tt11989824,Jeeva (2009 film),Jeeva (2009 film),2009,\N,Romance,6.2,6,actor,Rangayana Raghu,"actor,soundtrack"
tt11989824,Jeeva (2009 film),Jeeva (2009 film),2009,\N,Romance,6.2,6,actress,Ruthuva,actress
tt11991532,Shivarjuna,Shivarjuna,2020,135,Romance,6.0,20,actor,Chiranjeevi Sarja,actor
tt11991532,Shivarjuna,Shivarjuna,2020,135,Romance,6.0,20,actress,Amrutha Iyengar,actress
tt11991532,Shivarjuna,Shivarjuna,2020,135,Romance,6.0,20,actor,Avinash,"actor,visual_effects,camera_department"
tt11991532,Shivarjuna,Shivarjuna,2020,135,Romance,6.0,20,actress,Sai Akshatha,"actress,director"
tt11991532,Shivarjuna,Shivarjuna,2020,135,Romance,6.0,20,actress,Akshita Bopaiah,actress
tt1202245,Beyond the Fire,Beyond the Fire,2009,77,Romance,6.2,103,actress,Alison Cain,actress
tt1202245,Beyond the Fire,Beyond the Fire,2009,77,Romance,6.2,103,actor,Scot Williams,"actor,writer,producer"
tt1202245,Beyond the Fire,Beyond the Fire,2009,77,Romance,6.2,103,actress,Victoria Aitken,"actress,producer,soundtrack"
tt1202245,Beyond the Fire,Beyond the Fire,2009,77,Romance,6.2,103,actress,Cara Seymour,"actress,soundtrack"
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actress,Nelly,"actress,music_department,soundtrack"
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actress,Sanaa Gameel,"actress,soundtrack"
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actor,Samir Ghanem,actor
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actor,Samir Sabri,"actor,producer,director"
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actor,Imad Hamdi,actor
tt12043254,Ahlan Ya Captain,Ahlan Ya Captain,1978,\N,Romance,5.5,9,actor,Abdel Moneim Madbouly,"actor,soundtrack,director"
tt1205065,Ngor dik zeoi oi,Ngor dik zeoi oi,2008,101,Romance,6.2,248,actor,Lik-Sun Fong,"actor,soundtrack,music_department"
tt1205065,Ngor dik zeoi oi,Ngor dik zeoi oi,2008,101,Romance,6.2,248,actress,Stephy Tang,"actress,soundtrack,music_department"
tt1205065,Ngor dik zeoi oi,Ngor dik zeoi oi,2008,101,Romance,6.2,248,actress,Kai-Syuan Tzeng,"actress,producer,miscellaneous"
tt1205065,Ngor dik zeoi oi,Ngor dik zeoi oi,2008,101,Romance,6.2,248,actress,Man Sze Au,actress
tt12054712,Perfect Education étude,Perfect Education étude,2020,80,Romance,6.5,57,actor,Naoto Takenaka,"actor,director,writer"
tt12054712,Perfect Education étude,Perfect Education étude,2020,80,Romance,6.5,57,actor,Tomohiro Ichikawa,actor
tt12054712,Perfect Education étude,Perfect Education étude,2020,80,Romance,6.5,57,actress,Sarara Tsukifune,actress
tt1205520,Far Away from Home,Ren zai tian ya,1977,\N,Romance,6.5,7,actress,Sha-Li Chen,actress
tt1205520,Far Away from Home,Ren zai tian ya,1977,\N,Romance,6.5,7,actor,Chu-Ping Chao,"make_up_department,actor"
tt1205520,Far Away from Home,Ren zai tian ya,1977,\N,Romance,6.5,7,actor,Tung Cho 'Joe' Cheung,"actor,director,writer"
tt1205520,Far Away from Home,Ren zai tian ya,1977,\N,Romance,6.5,7,actor,Charlie Chin,actor
tt12078088,Mugil Pete,Mugil Pete,2021,130,Romance,7.8,71,actress,Kayadu Lohar,actress
tt12078088,Mugil Pete,Mugil Pete,2021,130,Romance,7.8,71,actor,Manoranjan Ravichandran,actor
tt12078088,Mugil Pete,Mugil Pete,2021,130,Romance,7.8,71,actor,Cockroach Sudhi,actor
tt1210097,Redefining Love,Redefining Love,2009,83,Romance,7.4,40,actress,Jessica Rose Smith,actress
tt1210097,Redefining Love,Redefining Love,2009,83,Romance,7.4,40,actress,Serah D'Laine,"actress,costume_department,producer"
tt1210097,Redefining Love,Redefining Love,2009,83,Romance,7.4,40,actor,Timothy Woodward Jr.,"producer,actor,director"
tt1210097,Redefining Love,Redefining Love,2009,83,Romance,7.4,40,actress,Bevin Prince,"actress,miscellaneous"
tt1210097,Redefining Love,Redefining Love,2009,83,Romance,7.4,40,actress,Jodie Sweetin,"actress,soundtrack,producer"
tt1210817,Kotha Bangaru Lokam,Kotha Bangaru Lokam,2008,160,Romance,6.8,637,actor,Brahmanandam,"actor,music_department,soundtrack"
tt1210817,Kotha Bangaru Lokam,Kotha Bangaru Lokam,2008,160,Romance,6.8,637,actor,Varun Sandesh,"actor,music_department"
tt1210817,Kotha Bangaru Lokam,Kotha Bangaru Lokam,2008,160,Romance,6.8,637,actor,Prakash Raj,"actor,producer,director"
tt1210817,Kotha Bangaru Lokam,Kotha Bangaru Lokam,2008,160,Romance,6.8,637,actress,Jayasudha,"actress,producer"
tt1213910,Bhale Dongalu,Bhale Dongalu,2008,130,Romance,4.3,145,actor,Tarun,"actor,miscellaneous,visual_effects"
tt1213910,Bhale Dongalu,Bhale Dongalu,2008,130,Romance,4.3,145,actress,Charmme Kaur,"actress,producer"
tt1213910,Bhale Dongalu,Bhale Dongalu,2008,130,Romance,4.3,145,actor,Jagapathi Babu,actor
tt1213910,Bhale Dongalu,Bhale Dongalu,2008,130,Romance,4.3,145,actress,Ileana D'Cruz,actress
tt1216278,Cai yun fei,Cai yun fei,1973,106,Romance,6.5,22,actor,Chiu Chen,"actor,production_manager,miscellaneous"
tt1216278,Cai yun fei,Cai yun fei,1973,106,Romance,6.5,22,actress,Bi-Hui Fu,actress
tt1216278,Cai yun fei,Cai yun fei,1973,106,Romance,6.5,22,actress,Lan Chi,"actress,music_department"
tt1216278,Cai yun fei,Cai yun fei,1973,106,Romance,6.5,22,actor,Shao-Ching Chou,actor
