id,titulopincipal,titulooriginal,anolancamento,tempominutos,genero,notamedia,numerovotos,generoartista,nomeartista,profissao
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actor,Mohammad Ali,actor
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actor,Chalapathi Rao,actor
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actor,Rohit,actor
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actress,Rekha Vedavyasa,actress
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actress,Apoorva,actress
tt0381286,Janaki Weds Sriram,Janaki Weds Sriram,2003,\N,Romance,7.2,19,actor,Vizag Prasad,actor
tt0381528,Razia Sultana,Razia Sultana,1961,137,Romance,6.2,23,actor,Agha,actor
tt0381528,Razia Sultana,Razia Sultana,1961,137,Romance,6.2,23,actor,Paidi Jairaj,"actor,camera_department,director"
tt0381528,Razia Sultana,Razia Sultana,1961,137,Romance,6.2,23,actor,Nisar Ahmad Ansari,"actor,director,producer"
tt0381528,Razia Sultana,Razia Sultana,1961,137,Romance,6.2,23,actress,Nirupa Roy,"actress,writer"
tt0382125,Kiralik koca,Kiralik koca,1962,79,Romance,6.4,13,actor,Avni Dilligil,"actor,director,writer"
tt0382125,Kiralik koca,Kiralik koca,1962,79,Romance,6.4,13,actor,Öztürk Serengil,"actor,producer"
tt0382125,Kiralik koca,Kiralik koca,1962,79,Romance,6.4,13,actress,Fatma Girik,"actress,producer,writer"
tt0382125,Kiralik koca,Kiralik koca,1962,79,Romance,6.4,13,actor,Göksel Arsoy,"actor,producer"
tt0382137,Küçük beyefendi,Küçük beyefendi,1962,85,Romance,4.6,21,actor,Göksel Arsoy,"actor,producer"
tt0382137,Küçük beyefendi,Küçük beyefendi,1962,85,Romance,4.6,21,actress,Fatma Girik,"actress,producer,writer"
tt0382137,Küçük beyefendi,Küçük beyefendi,1962,85,Romance,4.6,21,actor,Kenan Pars,"actor,producer,director"
tt0382137,Küçük beyefendi,Küçük beyefendi,1962,85,Romance,4.6,21,actress,Aysel Tanju,actress
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actor,Hayri Caner,"actor,producer,writer"
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actor,Hulusi Kentmen,actor
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actress,Rengin Arda,actress
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actress,Evrim Fer,actress
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actor,Orhan Günsiray,"actor,producer"
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actor,Ahmet Tarik Tekçe,actor
tt0382789,Külhan aski,Külhan aski,1962,81,Romance,3.6,15,actor,Nubar Terziyan,"actor,assistant_director"
tt0383568,Say You Love Me,Pes pos m' agapas,1997,85,Romance,4.0,8,actress,Dina Mihailidou,actress
tt0383568,Say You Love Me,Pes pos m' agapas,1997,85,Romance,4.0,8,actor,Kostas Markopoulos,"actor,production_manager,soundtrack"
tt0383568,Say You Love Me,Pes pos m' agapas,1997,85,Romance,4.0,8,actor,Dimitris Alexandris,"actor,producer"
tt0383568,Say You Love Me,Pes pos m' agapas,1997,85,Romance,4.0,8,actress,Giota Festa,"actress,writer"
tt0383611,Saheli,Saheli,1965,\N,Romance,6.4,12,actor,Babloo,"actor,camera_department,miscellaneous"
tt0383611,Saheli,Saheli,1965,\N,Romance,6.4,12,actress,Vijaya Choudhury,actress
tt0383611,Saheli,Saheli,1965,\N,Romance,6.4,12,actor,Rajendranath Malhotra,"actor,director"
tt0383611,Saheli,Saheli,1965,\N,Romance,6.4,12,actor,Pradeep Kumar,"actor,producer,director"
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actress,Özcan Tekgül,actress
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actor,Fikret Hakan,"actor,director,writer"
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actress,Fatma Girik,"actress,producer,writer"
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actor,Nubar Terziyan,"actor,assistant_director"
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actor,Ahmet Tarik Tekçe,actor
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actor,Öztürk Serengil,"actor,producer"
tt0384545,Street Girl,Sokak kizi,1962,88,Romance,6.0,26,actor,Ali Sen,actor
tt0384838,White Dreams,Tchermak anurjner,1985,82,Romance,5.8,33,actress,Galya Novents,actress
tt0384838,White Dreams,Tchermak anurjner,1985,82,Romance,5.8,33,actor,Henrik Alaverdyan,actor
tt0384838,White Dreams,Tchermak anurjner,1985,82,Romance,5.8,33,actor,Sos Sargsyan,actor
tt0384838,White Dreams,Tchermak anurjner,1985,82,Romance,5.8,33,actress,Zhanna Avetisyan,actress
tt0384914,Dhukdhuki,Dhukdhuki,2000,163,Romance,8.0,20,actor,Neer Bikram Shah,"actor,music_department,director"
tt0384914,Dhukdhuki,Dhukdhuki,2000,163,Romance,8.0,20,actress,Karishma Manandhar,"actress,writer"
tt0384914,Dhukdhuki,Dhukdhuki,2000,163,Romance,8.0,20,actor,Rajesh Hamal,"actor,music_department"
tt0384914,Dhukdhuki,Dhukdhuki,2000,163,Romance,8.0,20,actor,Dinesh D.C.,"actor,director"
tt0384945,Fake,Fake,2003,109,Romance,7.1,97,actress,Pachrapa Chaichua,actress
tt0384945,Fake,Fake,2003,109,Romance,7.1,97,actress,Kaneungnich Jaksamithanon,actress
tt0384945,Fake,Fake,2003,109,Romance,7.1,97,actor,Leo Putt,actor
tt0384945,Fake,Fake,2003,109,Romance,7.1,97,actor,Ray MacDonald,actor
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actress,Rati Agnihotri,actress
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actor,Kumar Gaurav,"actor,producer,assistant_director"
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actor,Amrish Puri,"actor,music_department,soundtrack"
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actor,Parikshit Sahni,"actor,director,producer"
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actress,Mala Sinha,"actress,music_department"
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actress,Aruna Irani,"actress,producer,director"
tt0385655,Dil Tujhko Diya,Dil Tujhko Diya,1987,127,Romance,5.0,25,actor,Suresh Oberoi,"actor,producer"
tt0385793,Jazbaat,Jazbaat,1994,\N,Romance,2.0,35,actor,Rohit Roy,"actor,director,producer"
tt0385793,Jazbaat,Jazbaat,1994,\N,Romance,2.0,35,actor,Karan Roy,actor
tt0385793,Jazbaat,Jazbaat,1994,\N,Romance,2.0,35,actress,Suchitra Krishnamoorthi,"actress,music_department"
tt0385793,Jazbaat,Jazbaat,1994,\N,Romance,2.0,35,actor,Mohnish Behl,"actor,music_department"
tt0385794,Je n'aime que toi,Je n'aime que toi,2004,105,Romance,5.8,97,actress,Dorothée Berryman,actress
tt0385794,Je n'aime que toi,Je n'aime que toi,2004,105,Romance,5.8,97,actress,Noémie Godin-Vigneau,actress
tt0385794,Je n'aime que toi,Je n'aime que toi,2004,105,Romance,5.8,97,actor,Jean-Nicolas Verreault,actor
tt0385794,Je n'aime que toi,Je n'aime que toi,2004,105,Romance,5.8,97,actor,Michel Forget,actor
tt0385893,Where Have All the Flowers Gone,Na shi hua kai,2002,90,Romance,6.2,111,actor,Yu Xia,actor
tt0385893,Where Have All the Flowers Gone,Na shi hua kai,2002,90,Romance,6.2,111,actor,Shu Pu,"soundtrack,actor"
tt0385893,Where Have All the Flowers Gone,Na shi hua kai,2002,90,Romance,6.2,111,actress,Xun Zhou,"actress,soundtrack,music_department"
tt0385893,Where Have All the Flowers Gone,Na shi hua kai,2002,90,Romance,6.2,111,actor,Ming Li,actor
tt0386121,Woh Tera Naam Tha,Woh Tera Naam Tha,2004,150,Romance,6.8,38,actor,Rajat Bedi,"actor,assistant_director,miscellaneous"
tt0386121,Woh Tera Naam Tha,Woh Tera Naam Tha,2004,150,Romance,6.8,38,actor,Gaurav Chanana,"actor,assistant_director,miscellaneous"
tt0386121,Woh Tera Naam Tha,Woh Tera Naam Tha,2004,150,Romance,6.8,38,actor,Prem Chopra,"actor,music_department"
tt0386121,Woh Tera Naam Tha,Woh Tera Naam Tha,2004,150,Romance,6.8,38,actor,Arjan Bajwa,actor
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actor,Turgut Borali,actor
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actress,Filiz Akin,actress
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actor,Erol Keskin,"actor,assistant_director,writer"
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actress,Ayfer Feray,actress
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actor,Göksel Arsoy,"actor,producer"
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actress,Suna Pekuysal,"actress,miscellaneous"
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actress,Ugur Kivilcim,actress
tt0387248,Genç kizlarin sevgilisi,Genç kizlarin sevgilisi,1963,\N,Romance,6.8,63,actor,Ahmet Tarik Tekçe,actor
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actress,Ranjeeta Kaur,"actress,assistant_director,writer"
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Madan Puri,actor
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Kader Khan,"actor,writer,producer"
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Rajendranath Malhotra,"actor,director"
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Satyendra Kapoor,actor
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Pran Sikand,"actor,producer,miscellaneous"
tt0387692,Woh Jo Hasina,Woh Jo Hasina,1983,121,Romance,5.2,15,actor,Mithun Chakraborty,"actor,music_department,writer"
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actor,Özdemir Han,"actor,assistant_director"
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actress,Nur Insel,actress
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actor,Hüseyin Peyda,"actor,director,writer"
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actor,Orhan Günsiray,"actor,producer"
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actor,Avni Dilligil,"actor,director,writer"
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actress,Belgin Doruk,actress
tt0388164,Kadinlar hep aynidir,Kadinlar hep aynidir,1963,101,Romance,4.4,9,actor,Sadettin Erbil,"actor,sound_department,miscellaneous"
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actor,Mahir Özerdem,actor
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actress,Leyla Sayar,actress
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actress,Suzan Avci,"actress,producer"
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actor,Yusuf Sezgin,actor
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actor,Yilmaz Duru,"actor,director,producer"
tt0388174,Kavgasiz yasayalim,Kavgasiz yasayalim,1963,88,Romance,4.0,7,actor,Varol Ürkmez,actor
tt0388483,Three Steps Over Heaven,Tre metri sopra il cielo,2004,101,Romance,5.0,3439,actress,Maria Chiara Augenti,actress
tt0388483,Three Steps Over Heaven,Tre metri sopra il cielo,2004,101,Romance,5.0,3439,actor,Ivan Bacchi,actor
tt0388483,Three Steps Over Heaven,Tre metri sopra il cielo,2004,101,Romance,5.0,3439,actor,Riccardo Scamarcio,"actor,producer,writer"
tt0388483,Three Steps Over Heaven,Tre metri sopra il cielo,2004,101,Romance,5.0,3439,actress,Katy Louise Saunders,actress
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actress,Rengin Arda,actress
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actor,Suphi Kaner,"actor,director,writer"
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actress,Leyla Sayar,actress
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actor,Hüseyin Baradan,actor
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actor,Göksel Arsoy,"actor,producer"
tt0389107,Leyla ile Mecnun gibi,Leyla ile Mecnun gibi,1963,105,Romance,6.1,20,actor,Hüseyin Peyda,"actor,director,writer"
tt0389474,Un parfum nommé Saïd,Un parfum nommé Saïd,2003,93,Romance,6.3,36,actor,Saïd Charrada,actor
tt0389474,Un parfum nommé Saïd,Un parfum nommé Saïd,2003,93,Romance,6.3,36,actor,Philippe Vallois,"director,writer,cinematographer"
tt0389474,Un parfum nommé Saïd,Un parfum nommé Saïd,2003,93,Romance,6.3,36,actress,Amina Medjoubi,actress
tt0389474,Un parfum nommé Saïd,Un parfum nommé Saïd,2003,93,Romance,6.3,36,actor,Abdel Aziz Achatei,actor
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actor,Ah-Niu,"actor,soundtrack,director"
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actress,Denise Ho,"actress,producer"
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actress,Lok-Tung Po,actress
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actor,Daniel Wu,"actor,producer,director"
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actor,Shawn Yue,"actor,soundtrack"
tt0389845,Hidden Track,Cham chau Chou Chieh Lun,2003,100,Romance,4.5,161,actor,David Wu,"actor,art_director"
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actress,Zinat Moaddab,actress
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actress,Vida Ghahremani,"actress,producer"
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actor,Abdolali Homayoon,"actor,writer"
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actor,Naser Malek Motiee,"actor,director,writer"
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actress,Parkhide,actress
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actor,Ali Zandi,"actor,producer"
tt0389943,Woman's Enemy,Doshmane zan,1959,110,Romance,4.0,19,actor,Abbas Mossadegh,actor
tt0390082,Gigi 12x5,Gigi 12x5,2005,\N,Romance,6.9,13,actor,Ozzy Benn,actor
tt0390082,Gigi 12x5,Gigi 12x5,2005,\N,Romance,6.9,13,actress,Jaime Kleiman,actress
tt0390082,Gigi 12x5,Gigi 12x5,2005,\N,Romance,6.9,13,actress,Jaimi Paige,"actress,writer,producer"
tt0390082,Gigi 12x5,Gigi 12x5,2005,\N,Romance,6.9,13,actor,Chase Korte,actor
tt0390184,Laysa Laysa,Laysa Laysa,2003,154,Romance,6.1,333,actor,Madhavan,"actor,writer,producer"
tt0390184,Laysa Laysa,Laysa Laysa,2003,154,Romance,6.1,333,actor,Shaam,"actor,soundtrack,producer"
tt0390184,Laysa Laysa,Laysa Laysa,2003,154,Romance,6.1,333,actress,Trisha Krishnan,actress
tt0390184,Laysa Laysa,Laysa Laysa,2003,154,Romance,6.1,333,actor,Radha Ravi,"actor,music_department,producer"
tt0390184,Laysa Laysa,Laysa Laysa,2003,154,Romance,6.1,333,actor,Mayilsamy,actor
tt0391833,Burmah Road,Burmah Road,1962,\N,Romance,6.9,9,actress,Vijaya Choudhury,actress
tt0391833,Burmah Road,Burmah Road,1962,\N,Romance,6.9,9,actress,Kumkum,actress
tt0391833,Burmah Road,Burmah Road,1962,\N,Romance,6.9,9,actor,Ashok Kumar,"actor,producer,music_department"
tt0391833,Burmah Road,Burmah Road,1962,\N,Romance,6.9,9,actor,Sheikh Mukhtar,"actor,producer"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actor,I.T. Nimbalkar,actor
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actor,Pradeep Kumar,"actor,producer,director"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actress,Nilambai,actress
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actress,Jayshree Gadkar,"actress,director,writer"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actress,Shakuntala,"actress,make_up_department,director"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actress,Amirbai Karnataki,"actress,music_department,soundtrack"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actor,Shantaram Rajaram Vankudre,"director,producer,actor"
tt0392803,Subah Ka Tara,Subah Ka Tara,1954,107,Romance,5.3,13,actress,Kumari Naaz,actress
tt0392950,Ishq Hai Tumse,Ishq Hai Tumse,2004,180,Romance,3.4,168,actor,Mohan Gokhale,actor
tt0392950,Ishq Hai Tumse,Ishq Hai Tumse,2004,180,Romance,3.4,168,actress,Beena Banerjee,"actress,make_up_department,miscellaneous"
tt0392950,Ishq Hai Tumse,Ishq Hai Tumse,2004,180,Romance,3.4,168,actress,Bipasha Basu,"actress,soundtrack,music_department"
tt0392950,Ishq Hai Tumse,Ishq Hai Tumse,2004,180,Romance,3.4,168,actor,Dino Morea,"actor,producer"
tt0395480,Boy Friend,Boy Friend,1993,\N,Romance,4.8,11,actor,Ravi Behl,"actor,music_department,writer"
tt0395480,Boy Friend,Boy Friend,1993,\N,Romance,4.8,11,actress,Sheeba Agarwal,"actress,music_department,producer"
tt0395480,Boy Friend,Boy Friend,1993,\N,Romance,4.8,11,actor,Kiran Kumar,"actor,miscellaneous"
tt0395480,Boy Friend,Boy Friend,1993,\N,Romance,4.8,11,actor,Arif Khan,actor
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actress,Moon Moon Sen,actress
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actor,Amjad Khan,"actor,director,composer"
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actress,Zarina Wahab,actress
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actress,Shoma Anand,"actress,costume_designer"
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actor,Arun Govil,"actor,producer,director"
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actor,Kanwarjeet Paintal,"actor,director,writer"
tt0395649,Maashuka,Maashuka,1987,\N,Romance,5.8,8,actor,Sachin Pilgaonkar,"director,actor,music_department"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actor,Dalip Tahil,"actor,music_department,soundtrack"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actor,Kiran Kumar,"actor,miscellaneous"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actor,Vikas Bhalla,"actor,music_department,producer"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actor,Sumeet Saigal,"actor,producer"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actor,Saeed Jaffrey,"actor,miscellaneous"
tt0395748,Sauda,Sauda,1995,132,Romance,3.8,34,actress,Neelam Kothari,actress
tt0397555,Mystification ou L'histoire des portraits,Mystification ou L'histoire des portraits,2003,56,Romance,6.6,42,actor,Laurent Le Doyen,actor
tt0397555,Mystification ou L'histoire des portraits,Mystification ou L'histoire des portraits,2003,56,Romance,6.6,42,actor,Laurent Lacotte,"actor,sound_department"
tt0397555,Mystification ou L'histoire des portraits,Mystification ou L'histoire des portraits,2003,56,Romance,6.6,42,actress,Camille Cayol,actress
tt0397555,Mystification ou L'histoire des portraits,Mystification ou L'histoire des portraits,2003,56,Romance,6.6,42,actress,Lucia Sanchez,"actress,director,writer"
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actor,Izzet Günay,actor
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actor,Sadri Alisik,"actor,soundtrack,music_department"
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actress,Mürüvvet Sim,actress
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actor,Kadir Savun,"actor,producer,art_director"
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actor,Vahi Öz,"actor,director"
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actress,Serpil Gül,actress
tt0397895,The Anatolian Guy,Anadolu çocugu,1964,90,Romance,6.9,89,actress,Neriman Köksal,actress
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actor,Brij Gopal,actor
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actor,Bharat Kapoor,"actor,director"
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actress,Divya Dutta,"actress,music_department"
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actor,Kuldeep Mallik,actor
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actor,Shafi Inamdar,"actor,director,writer"
tt0398128,Ishq Mein Jeena Ishq Mein Marna,Ishq Mein Jeena Ishq Mein Marna,1994,134,Romance,7.5,15,actor,Ravi Saagar,"actor,assistant_director"
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actor,Suraj,"miscellaneous,actor,editorial_department"
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actress,Kavita Kapoor,actress
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actress,Kunika Sadanand,"actress,music_department,producer"
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actress,Shammi,"actress,director,producer"
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actress,Archana Puran Singh,"actress,director,producer"
tt0398134,Jeena Teri Gali Mein,Jeena Teri Gali Mein,1991,144,Romance,5.8,23,actress,Amita Nangia,actress
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actor,Anant Jog,actor
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actress,Anjali Jathar,actress
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actor,Deven Bhojani,"actor,director,assistant_director"
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actor,Dilip Dhawan,"actor,director,assistant_director"
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actor,Ahmed Khan,actor
tt0398170,Madhosh,Madhosh,1994,\N,Romance,7.0,72,actor,Dinesh Hingoo,actor
tt0398705,Aska susayanlar,Aska susayanlar,1964,90,Romance,4.5,12,actress,Nur Insel,actress
tt0398705,Aska susayanlar,Aska susayanlar,1964,90,Romance,4.5,12,actor,Kenan Pars,"actor,producer,director"
tt0398705,Aska susayanlar,Aska susayanlar,1964,90,Romance,4.5,12,actor,Ekrem Bora,actor
tt0398705,Aska susayanlar,Aska susayanlar,1964,90,Romance,4.5,12,actress,Semra Sar,"actress,music_department"
tt0398776,Bir içim su,Bir içim su,1964,97,Romance,6.3,39,actor,Hulusi Kentmen,actor
tt0398776,Bir içim su,Bir içim su,1964,97,Romance,6.3,39,actress,Hülya Koçyigit,actress
tt0398776,Bir içim su,Bir içim su,1964,97,Romance,6.3,39,actress,Ugur Kivilcim,actress
tt0398776,Bir içim su,Bir içim su,1964,97,Romance,6.3,39,actor,Ediz Hun,actor
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Memduh Alpar,actor
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Giray Alpan,"actor,camera_department"
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Ekrem Bora,actor
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Mümtaz Alpaslan,"actor,director,producer"
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actress,Belgin Doruk,actress
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Özdemir Akin,"actor,production_manager,art_director"
tt0398779,Bitirimsin hanim abla,Bitirimsin hanim abla,1964,91,Romance,4.3,10,actor,Cevdet Balikçi,actor
tt0399592,Rozhdestvenskaya misteriya,Rozhdestvenskaya misteriya,2000,93,Romance,6.8,56,actor,Sergey Shakurov,"actor,music_department"
tt0399592,Rozhdestvenskaya misteriya,Rozhdestvenskaya misteriya,2000,93,Romance,6.8,56,actor,Aleksandr Abdulov,"actor,writer,soundtrack"
tt0399592,Rozhdestvenskaya misteriya,Rozhdestvenskaya misteriya,2000,93,Romance,6.8,56,actress,Chulpan Khamatova,actress
tt0399592,Rozhdestvenskaya misteriya,Rozhdestvenskaya misteriya,2000,93,Romance,6.8,56,actor,Aleksey Kravchenko,actor
tt0399646,Shin yukiguni,Shin yukiguni,2001,109,Romance,6.8,23,actor,Eiji Okuda,"actor,director,producer"
tt0399646,Shin yukiguni,Shin yukiguni,2001,109,Romance,6.8,23,actress,Kazuko Yoshiyuki,actress
tt0399646,Shin yukiguni,Shin yukiguni,2001,109,Romance,6.8,23,actress,Yôko Minamino,actress
tt0399646,Shin yukiguni,Shin yukiguni,2001,109,Romance,6.8,23,actress,Yûko Fueki,actress
tt0399938,Çöpçatanlar kampi,Çöpçatanlar kampi,1964,\N,Romance,6.7,25,actress,Nebahat Çehre,actress
tt0399938,Çöpçatanlar kampi,Çöpçatanlar kampi,1964,\N,Romance,6.7,25,actress,Mine Soley,actress
