id,titulopincipal,titulooriginal,anolancamento,tempominutos,genero,notamedia,numerovotos
tt0470417,Küçük hanimin soförü,Küçük hanimin soförü,1970,89,Romance,6.7,66
tt0470417,Küçük hanimin soförü,Küçük hanimin soförü,1970,89,Romance,6.7,66
tt0470420,The Leap Years,The Leap Years,2008,103,Romance,5.9,154
tt0470420,The Leap Years,The Leap Years,2008,103,Romance,5.9,154
tt0470420,The Leap Years,The Leap Years,2008,103,Romance,5.9,154
tt0470420,The Leap Years,The Leap Years,2008,103,Romance,5.9,154
tt0470759,Shirin and Farhad,Ferhat ile Sirin,1970,112,Romance,5.7,61
tt0470759,Shirin and Farhad,Ferhat ile Sirin,1970,112,Romance,5.7,61
tt0470759,Shirin and Farhad,Ferhat ile Sirin,1970,112,Romance,5.7,61
tt0470759,Shirin and Farhad,Ferhat ile Sirin,1970,112,Romance,5.7,61
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0470943,Tian tian mi mi,Tian tian mi mi,1959,\N,Romance,7.6,12
tt0472131,The Man Who Couldn't,The Man Who Couldn't,2005,95,Romance,9.3,18
tt0472131,The Man Who Couldn't,The Man Who Couldn't,2005,95,Romance,9.3,18
tt0472131,The Man Who Couldn't,The Man Who Couldn't,2005,95,Romance,9.3,18
tt0472131,The Man Who Couldn't,The Man Who Couldn't,2005,95,Romance,9.3,18
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475140,Ren'ai-shousetsu,Ren'ai-shousetsu,2004,105,Romance,7.0,17
tt0475369,Red Thread,Red Thread,2005,92,Romance,5.6,62
tt0475369,Red Thread,Red Thread,2005,92,Romance,5.6,62
tt0475369,Red Thread,Red Thread,2005,92,Romance,5.6,62
tt0475369,Red Thread,Red Thread,2005,92,Romance,5.6,62
tt0475639,A Heartful of Love,Kono mune ippai no ai wo,2005,132,Romance,6.3,133
tt0475639,A Heartful of Love,Kono mune ippai no ai wo,2005,132,Romance,6.3,133
tt0475639,A Heartful of Love,Kono mune ippai no ai wo,2005,132,Romance,6.3,133
tt0475639,A Heartful of Love,Kono mune ippai no ai wo,2005,132,Romance,6.3,133
tt0476761,Deha,Deha,2007,126,Romance,6.6,83
