id,titulopincipal,titulooriginal,anolancamento,tempominutos,genero,notamedia,numerovotos
tt10703902,Metatitanic,Metatitanic,2018,47,Romance,6.6,15
tt10703902,Metatitanic,Metatitanic,2018,47,Romance,6.6,15
tt10703902,Metatitanic,Metatitanic,2018,47,Romance,6.6,15
tt10706640,Girlfriend,Girlfriend,2019,137,Romance,6.5,200
tt10706640,Girlfriend,Girlfriend,2019,137,Romance,6.5,200
tt10706640,Girlfriend,Girlfriend,2019,137,Romance,6.5,200
tt10706640,Girlfriend,Girlfriend,2019,137,Romance,6.5,200
tt10713826,Montu Ni Bittu,Montu Ni Bittu,2019,133,Romance,7.2,86
tt10713826,Montu Ni Bittu,Montu Ni Bittu,2019,133,Romance,7.2,86
tt10713826,Montu Ni Bittu,Montu Ni Bittu,2019,133,Romance,7.2,86
tt10713826,Montu Ni Bittu,Montu Ni Bittu,2019,133,Romance,7.2,86
tt10720088,Mouname Ishtam,Mouname Ishtam,2019,135,Romance,7.1,16
tt10720088,Mouname Ishtam,Mouname Ishtam,2019,135,Romance,7.1,16
tt10720088,Mouname Ishtam,Mouname Ishtam,2019,135,Romance,7.1,16
tt10720088,Mouname Ishtam,Mouname Ishtam,2019,135,Romance,7.1,16
tt10720088,Mouname Ishtam,Mouname Ishtam,2019,135,Romance,7.1,16
tt10726952,Thorati,Thorati,2019,128,Romance,7.2,63
tt10726952,Thorati,Thorati,2019,128,Romance,7.2,63
tt10731024,Keratam,Keratam,2011,\N,Romance,4.3,9
tt10731024,Keratam,Keratam,2011,\N,Romance,4.3,9
tt10731024,Keratam,Keratam,2011,\N,Romance,4.3,9
tt10731024,Keratam,Keratam,2011,\N,Romance,4.3,9
tt10731024,Keratam,Keratam,2011,\N,Romance,4.3,9
tt10731732,Romantic Criminals,Romantic Criminals,2019,126,Romance,8.4,48
tt10731732,Romantic Criminals,Romantic Criminals,2019,126,Romance,8.4,48
tt10731732,Romantic Criminals,Romantic Criminals,2019,126,Romance,8.4,48
tt10731732,Romantic Criminals,Romantic Criminals,2019,126,Romance,8.4,48
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt10738782,Undiporaadhey,Undiporaadhey,2019,139,Romance,7.3,1029
tt1074213,"Sorry, If I Love You",Scusa ma ti chiamo amore,2008,103,Romance,6.1,5195
tt1074213,"Sorry, If I Love You",Scusa ma ti chiamo amore,2008,103,Romance,6.1,5195
tt1074213,"Sorry, If I Love You",Scusa ma ti chiamo amore,2008,103,Romance,6.1,5195
tt1074213,"Sorry, If I Love You",Scusa ma ti chiamo amore,2008,103,Romance,6.1,5195
tt10783168,The Baby Proposal,ComeBack Kid,2019,89,Romance,5.7,372
tt10783168,The Baby Proposal,ComeBack Kid,2019,89,Romance,5.7,372
tt10783168,The Baby Proposal,ComeBack Kid,2019,89,Romance,5.7,372
tt10783168,The Baby Proposal,ComeBack Kid,2019,89,Romance,5.7,372
tt1080813,Doomed Love,Um Amor de Perdição,2008,81,Romance,5.6,259
tt1080813,Doomed Love,Um Amor de Perdição,2008,81,Romance,5.6,259
tt1080813,Doomed Love,Um Amor de Perdição,2008,81,Romance,5.6,259
tt1080813,Doomed Love,Um Amor de Perdição,2008,81,Romance,5.6,259
tt10833600,Love,Love,2004,165,Romance,4.4,8
tt10833600,Love,Love,2004,165,Romance,4.4,8
tt10833600,Love,Love,2004,165,Romance,4.4,8
tt10833600,Love,Love,2004,165,Romance,4.4,8
tt10838362,"My Rosy Life, His Rosy Passion",Ore to kareshi to kanojo no jijô,2014,62,Romance,4.8,10
tt10838362,"My Rosy Life, His Rosy Passion",Ore to kareshi to kanojo no jijô,2014,62,Romance,4.8,10
tt10838362,"My Rosy Life, His Rosy Passion",Ore to kareshi to kanojo no jijô,2014,62,Romance,4.8,10
tt10838362,"My Rosy Life, His Rosy Passion",Ore to kareshi to kanojo no jijô,2014,62,Romance,4.8,10
tt10838362,"My Rosy Life, His Rosy Passion",Ore to kareshi to kanojo no jijô,2014,62,Romance,4.8,10
tt10841514,Fin Amor,Fin Amor,2019,77,Romance,6.6,17
tt10851466,Diorama,Diorama,2022,99,Romance,5.2,286
tt10851466,Diorama,Diorama,2022,99,Romance,5.2,286
tt10851466,Diorama,Diorama,2022,99,Romance,5.2,286
tt10851466,Diorama,Diorama,2022,99,Romance,5.2,286
tt10887282,Kasanova,Kasanova,2019,115,Romance,6.7,56
tt10887282,Kasanova,Kasanova,2019,115,Romance,6.7,56
tt10887282,Kasanova,Kasanova,2019,115,Romance,6.7,56
tt10887282,Kasanova,Kasanova,2019,115,Romance,6.7,56
tt10905616,Raja Vaaru Rani Gaaru,Raja Vaaru Rani Gaaru,2019,133,Romance,7.4,857
tt10905616,Raja Vaaru Rani Gaaru,Raja Vaaru Rani Gaaru,2019,133,Romance,7.4,857
tt10905616,Raja Vaaru Rani Gaaru,Raja Vaaru Rani Gaaru,2019,133,Romance,7.4,857
tt10905616,Raja Vaaru Rani Gaaru,Raja Vaaru Rani Gaaru,2019,133,Romance,7.4,857
tt10922610,Jodi,Jodi,2019,130,Romance,5.4,148
tt10922610,Jodi,Jodi,2019,130,Romance,5.4,148
tt10922610,Jodi,Jodi,2019,130,Romance,5.4,148
tt10922610,Jodi,Jodi,2019,130,Romance,5.4,148
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt1092403,Pohádka máje,Pohádka máje,1926,\N,Romance,5.6,10
tt10957620,Mellow,Mellow,2020,106,Romance,6.0,97
tt10957620,Mellow,Mellow,2020,106,Romance,6.0,97
tt10957620,Mellow,Mellow,2020,106,Romance,6.0,97
tt10957620,Mellow,Mellow,2020,106,Romance,6.0,97
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt10968482,Venpa,Venpa,2019,146,Romance,7.1,190
tt1098218,Magic Boy,Mor suit nam,2007,88,Romance,6.0,65
tt1098218,Magic Boy,Mor suit nam,2007,88,Romance,6.0,65
tt1098218,Magic Boy,Mor suit nam,2007,88,Romance,6.0,65
tt1098218,Magic Boy,Mor suit nam,2007,88,Romance,6.0,65
tt11012230,Rowdy Baby,Rowdy Baby,2022,\N,Romance,7.1,425
tt11012230,Rowdy Baby,Rowdy Baby,2022,\N,Romance,7.1,425
tt11012230,Rowdy Baby,Rowdy Baby,2022,\N,Romance,7.1,425
tt11012230,Rowdy Baby,Rowdy Baby,2022,\N,Romance,7.1,425
tt11024142,Ennaval,Ennaval,2019,\N,Romance,8.5,25
tt11024142,Ennaval,Ennaval,2019,\N,Romance,8.5,25
tt11024142,Ennaval,Ennaval,2019,\N,Romance,8.5,25
tt11024142,Ennaval,Ennaval,2019,\N,Romance,8.5,25
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11024568,Savaari,Savaari,2020,153,Romance,5.2,141
tt11027672,I Was a 'Secret Bitch','Kakure bicchi' yattemashita.,2019,112,Romance,6.8,31
tt11027672,I Was a 'Secret Bitch','Kakure bicchi' yattemashita.,2019,112,Romance,6.8,31
tt11027672,I Was a 'Secret Bitch','Kakure bicchi' yattemashita.,2019,112,Romance,6.8,31
tt11027672,I Was a 'Secret Bitch','Kakure bicchi' yattemashita.,2019,112,Romance,6.8,31
tt11033942,Bookworm and the Beast,Bookworm and the Beast,2021,83,Romance,5.4,195
tt11033942,Bookworm and the Beast,Bookworm and the Beast,2021,83,Romance,5.4,195
tt11033942,Bookworm and the Beast,Bookworm and the Beast,2021,83,Romance,5.4,195
tt11033942,Bookworm and the Beast,Bookworm and the Beast,2021,83,Romance,5.4,195
tt11056732,Never and Again,Never and Again,2021,89,Romance,4.8,149
tt11056732,Never and Again,Never and Again,2021,89,Romance,4.8,149
tt11056732,Never and Again,Never and Again,2021,89,Romance,4.8,149
tt11056732,Never and Again,Never and Again,2021,89,Romance,4.8,149
tt11079540,The Will,The Will,2020,105,Romance,6.2,732
tt11079540,The Will,The Will,2020,105,Romance,6.2,732
tt11079540,The Will,The Will,2020,105,Romance,6.2,732
tt11079540,The Will,The Will,2020,105,Romance,6.2,732
tt11079986,Master and Man,Master and Man,2019,93,Romance,5.1,20
tt11079986,Master and Man,Master and Man,2019,93,Romance,5.1,20
tt11079986,Master and Man,Master and Man,2019,93,Romance,5.1,20
tt11079986,Master and Man,Master and Man,2019,93,Romance,5.1,20
tt11092258,Ami Vs Tumi,Ami Vs Tumi,2018,117,Romance,5.5,8
tt11092258,Ami Vs Tumi,Ami Vs Tumi,2018,117,Romance,5.5,8
tt11092258,Ami Vs Tumi,Ami Vs Tumi,2018,117,Romance,5.5,8
tt11096780,Deck the Heart,Deck the Heart,2021,104,Romance,4.8,156
tt11096780,Deck the Heart,Deck the Heart,2021,104,Romance,4.8,156
tt11096780,Deck the Heart,Deck the Heart,2021,104,Romance,4.8,156
tt11096780,Deck the Heart,Deck the Heart,2021,104,Romance,4.8,156
tt1111842,Zai jian a lang,Zai jian a lang,1970,92,Romance,6.8,9
tt1111842,Zai jian a lang,Zai jian a lang,1970,92,Romance,6.8,9
tt1111842,Zai jian a lang,Zai jian a lang,1970,92,Romance,6.8,9
tt1111842,Zai jian a lang,Zai jian a lang,1970,92,Romance,6.8,9
tt11137336,The Beauty,Dou yan,2016,\N,Romance,4.8,7
tt11137336,The Beauty,Dou yan,2016,\N,Romance,4.8,7
tt11137336,The Beauty,Dou yan,2016,\N,Romance,4.8,7
tt11141592,Wedding Screeners,Wedding Screeners,2020,\N,Romance,8.0,8
tt11141592,Wedding Screeners,Wedding Screeners,2020,\N,Romance,8.0,8
tt11141592,Wedding Screeners,Wedding Screeners,2020,\N,Romance,8.0,8
tt11141592,Wedding Screeners,Wedding Screeners,2020,\N,Romance,8.0,8
tt11159984,Me llevarás en ti,Me llevarás en ti,2019,125,Romance,6.5,46
tt11159984,Me llevarás en ti,Me llevarás en ti,2019,125,Romance,6.5,46
tt11159984,Me llevarás en ti,Me llevarás en ti,2019,125,Romance,6.5,46
tt11159984,Me llevarás en ti,Me llevarás en ti,2019,125,Romance,6.5,46
tt1116026,Artistka,Artistka,2007,100,Romance,6.9,292
tt1116026,Artistka,Artistka,2007,100,Romance,6.9,292
tt1116026,Artistka,Artistka,2007,100,Romance,6.9,292
tt1116026,Artistka,Artistka,2007,100,Romance,6.9,292
tt1116033,Godava,Godava,2007,\N,Romance,3.4,41
tt1116033,Godava,Godava,2007,\N,Romance,3.4,41
tt1116033,Godava,Godava,2007,\N,Romance,3.4,41
tt1116033,Godava,Godava,2007,\N,Romance,3.4,41
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt11173106,Sufna,Sufna,2020,144,Romance,8.0,2056
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt1117964,Bobby: Love and Lust,Bobby: Love and Lust,2005,125,Romance,5.3,45
tt11192714,Retreat to Paradise,Retreat to Paradise,2020,88,Romance,6.0,600
tt11192714,Retreat to Paradise,Retreat to Paradise,2020,88,Romance,6.0,600
tt11192714,Retreat to Paradise,Retreat to Paradise,2020,88,Romance,6.0,600
tt11192714,Retreat to Paradise,Retreat to Paradise,2020,88,Romance,6.0,600
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11214936,Yedu Chepala Katha,Yedu Chepala Katha,2019,124,Romance,5.9,74
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77
tt11220376,"I Have Loved You for 30 Years, Yayoi","I Have Loved You for 30 Years, Yayoi",2020,109,Romance,6.2,77
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11
tt11226400,Miss Gangster,Hoa Hau Giang Ho,2019,\N,Romance,6.2,11
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11
tt11227418,Nee Pathi Naan Pathi,Nee Pathi Naan Pathi,1991,\N,Romance,5.7,11
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75
tt11241544,Bhotbhoti,Bhotbhoti,2022,120,Romance,8.3,75
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17
tt11274618,Live Again,Rara,2018,97,Romance,4.2,17
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14
tt1129444,Destiny,Destino,2009,120,Romance,5.8,14
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163
tt11301882,Choosi Choodangane,Choosi Choodangaane,2020,113,Romance,6.3,163
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10
tt1130754,Shibuya Maruyama Story,Shibuya ku Maruyama cho,2007,110,Romance,3.6,10
tt11312128,Dummy Tappasu,Dummy Tappasu,2015,121,Romance,6.2,6
tt11312128,Dummy Tappasu,Dummy Tappasu,2015,121,Romance,6.2,6
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582
tt11314148,Shiddat,Shiddat,2021,146,Romance,7.6,21582
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315
tt11316854,Gabriel's Inferno: Part One,Gabriel's Inferno: Part One,2020,124,Romance,6.0,3315
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12
tt11355320,Young Love,Young Love,2019,112,Romance,8.0,12
tt11358490,Heartbeats,Heartbeats,2019,120,Romance,6.1,101
tt11358490,Heartbeats,Heartbeats,2019,120,Romance,6.1,101
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144
tt11384004,Love Story,Love Story,2021,155,Romance,6.8,4144
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23
tt1138469,Tyomnaya noch,Tyomnaya noch,2004,101,Romance,5.8,23
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607
tt11399362,Innamorarsi a Mountain View,Finding Love in Mountain View,2020,89,Romance,6.2,607
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256
tt11464446,Anything's Possible,Anything's Possible,2022,96,Romance,5.4,1256
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25
tt11470456,Love: Dashuri,Love: Dashuri,2021,96,Romance,8.7,25
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95
tt1153099,Baby Blues,Baby Blues,2008,95,Romance,5.3,95
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11534356,Masallardan Geriye Kalan,Masallardan Geriye Kalan,2020,98,Romance,3.7,494
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060
tt11546078,Utthara,Utthara,2020,132,Romance,8.6,1060
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt11564382,Youthful Love,Youthful Love,2015,146,Romance,5.2,6
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31
tt1158254,Gita Cinta dari SMA,Gita Cinta dari SMA,1979,\N,Romance,8.1,31
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032
tt11641654,Gabriel's Rapture,Gabriel's Rapture: Part One,2021,106,Romance,5.7,1032
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10
tt11647130,Korapaak,Korapaak,2020,100,Romance,4.6,10
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17
tt1169822,Hota Hai Dil Pyaar Mein Paagal,Hota Hai Dil Pyaar Mein Paagal,2006,118,Romance,5.1,17
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23
tt11709818,Jiilka,Jiilka,2020,110,Romance,7.0,23
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213
tt11730940,Bamfaad,Bamfaad,2020,102,Romance,7.3,2213
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11
tt1173697,Chîchan wa sôkyû no mukô,Chîchan wa sôkyû no mukô,2008,94,Romance,6.4,11
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433
tt11771206,Soul Mate,Tawaam Rouhy,2020,103,Romance,6.0,433
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95
tt11773084,No Strings the Movie,No Strings the Movie,2021,81,Romance,5.8,95
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225
tt11773342,Prema Pipasi,Prema Pipasi,2020,142,Romance,8.1,225
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11779744,Ajinkya,Ajinkya,2021,143,Romance,9.2,756
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46
tt11831084,Kambili: The Whole 30 Yards,Kambili: The Whole 30 Yards,2020,119,Romance,6.8,46
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt1184940,Ask sepeti,Ask sepeti,1973,\N,Romance,3.3,12
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6
tt11871300,My Girlfriend Is the Revolution,Mi novia es la revolución,2021,104,Romance,6.8,6
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76
tt11885576,Magic in Mount Holly,Magic in Mount Holly,2021,\N,Romance,5.1,76
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt1192617,"Good Morning, Luang Prabang",Sabaidee Luang Prabang,2008,90,Romance,6.5,116
tt11931044,Young President and His Contract Wife,Zongcai bie tai huai zhi qiyue jiao qi,2018,83,Romance,7.1,18
